Comments,Target
['God whats going on in our earth  Forgive us'],0
['CNN is a Fake News '],0
['Donald dump need to get out of office He sick in the head bout his daughterand in some stage of mental illness Lets pray he leaves office and hope he has someone to take care of him Amen'],1
['This whole family is a joke'],0
['I really wish I were a fly on the wall to hear what Melania and Jared kushner thought about it'],0
['She is hot and there is no doubt about it He just spoke the truth'],0
['That man is sick'],1
['Are you serious I dont think he has respect for you'],0
['Fucking weird ass'],1
['Trump is volatile'],0
['Yea they banged'],1
['FAKE NEWS'],0
['All demshit cigar Bill fans in the comment section'],1
['Jared Kushner has left the chat'],0
['20'],0
['literally terrifying why would you elect THAT'],1
['This is what will obviously happen if you elect an orange as your president'],0
['That mothah fuckah is probably sleeping with his daughter I wouldnt put it past himplus she defense him they fuckin'],1
['hes  probably got a picture of her in the bathroom for when hes cracking corn so he can touch him self'],1
['i dont even get the joke about sex  like it made no sense at all to me'],1
['DautaFuka'],1
['Beauty and the beast'],0
['That poor girl She looks so uncomfortable and scared'],0
['Ivanka look sexy'],0
['I would be absolutely disgusted and so insulted if someone called me a piece of ass '],1
['I think he meant to say they have sex in common as in they are both sexual flirty and like to hook up with many He didnt mean the two of them Ew'],1
['Trump sir you rule'],0
['You look gorgeous '],0
['Maybe he said sex bc he knows what the media is sayin about him hes being sarcastic so they can capture it lol'],0
['If someone calls my daughter a piece of ass in front of me i would beat the living hell out of him not agreed with his creepiness'],1
['even a supporter of him should not be okay w this lol'],0
['I dont think you guys understand compliments hes simply giving his daughter compliments because hes proud of how amazing his daughter has become instead you brainwashed liberals are perusaded to think these lies trash CNN shows you like come on are you all this uneducated'],1
['I think I like trump'],0
['Somebody should fuk him  in hiss ass '],1
['What kinda father he is '],0
['This person is sick in his ass'],1
['Sick family'],1
['020 Blood ran cold'],0
['VS bombshell'],1
['trump is showing her daughter off you ugly fucks are jus jealous is called superior genes most you dont have'],1
['SICKO '],1
['If you watched this video and you still support this idiot theres something wrong Very wrong'],1
['There is NO way that any father talks like this about his daughter Who relates sex to his daughter What is wrong with you people Just look at the way she reacts you can tell theres something wrong there If this is not a red flag I dont know what is'],0
['Trump probably groomed Ivanka'],1
['Oh relax He thinks his daughter is hot and made a sex joke instead of tabu tabu Chill peeps'],1
['Id like to think that Donald is trying to boost Ivankas confidence but at the same time I can never be sure'],0
['fuck she is so hot'],1
['To be blunt what he is saying is  if she wasnt my daughter I would fk her'],1
['Fake news'],0
['WTF I saw a gif on Twitter and thought this was a joke Ewwww'],1
['Usually riggers ask questions like that Defamation Political revenge community'],1
['Subtitles are accurate'],0
['Sex is not a wrong du aney one becose humans are strting once upon a time  no relation Avery one is enjoying lot of a freedom but evaluation is taking relationship because caring only caring protecter is relation but conson is more important and i respect his her and all fellings'],0
['Wouldnt surprise me if he molested her as a child hes that kind of creep'],1
['It is fine and he gave those comments as a man not as a father I mean he is true at least Remember human being are made to react in certain way but Trump reacts in his own way'],0
['Ivanka Trump is a transgender'],0
['hes fucking joking yall need to chill out'],1
['Abu sufiyan yazid ibne mavia ki nasl sai hai Trump auske aulad'],1
['Yazid ibne mavia ki nasl sai hai'],1
['Ludzie crkojebcy dusz mnie przez ca noc i budz w nocy duszeniem Dusz mnie take w tej chwili ONI przekazuj i doradcy crkojebcy i on sam licz na to i moe coronavirus  rozwie mj problem '],1
['That is so weird and disturbing'],1
['lmfaooooooooo yo i had to pause when he said he would date her is this guy that fucking stupid'],1
['Bruhhh he is hecka weird'],1
['Disgusting'],1
['Except for objectifying her  owning your sexuality is ok and people accepting it is also fine'],1
['Interesting that many of you dont appear to have a strong enough relationship with your father A daughter has to have a lot of confidence to smile and know that she is bold and at the same time enjoy a father that she respects not for his PC but for walking the talk and getting stuff donenot like many fathers that live in fear because they can only talk the walk'],0
['I have two extremely successful daughters that do not shy from talking to me straight up about everything including sex and body parts normally only heard in groups of women They love to tease me Not being afraid of my daughters I can tease right back Dont confuse teasing with a lack of respect or closeness If you do maybe ask yourself if you are missing something Have you created a PC wall that is preventing closeness  I hope not'],1
['Ivankas hot But Im not her elderly dad'],0
['eww this socks arent gonna hurt'],1
['I bet if Trump seen his daughter naked hed get a BONER '],1
['And suddenly now I know where is the root of this make America great again come from So here lets say heres how Donald Trump will teach us  how to make America great again First you build a security wall around your house so no one can know whats happening in your home and second you share and do every single thing only between you and your family and I mean everything no sharing things outside keeping in mind that whatever happens in Vegas stays in Vegas Now if you practice this so long that itll becomes a habit surely one day if you become the president you than can use this wonderful experience for your country and there it is  how to make America great again'],0
['He makes a joke so controversial  Imar marries her brother everyone accepts that as normal'],0
['you guys voted him in'],0
['She is a piece of ass tho'],1
['Weird'],1
['Ew what'],1
['SOooo creepy '],1
['CNN you despise trump'],1
['That is disturbing I would feel absolutely terrible if he was my dad'],1
['Lmao wtf'],1
['Wtf'],1
['Well I can imagine how she got her first car What a creepy family'],1
['He is mentally ill'],0
['How can someone vote for this man'],0
['Cant believe he said that Sex about his daughter'],0
['What the fuck'],1
['ugh ew gbhbbbibtvubu'],1
['The reporter  what makes u proud of your daughter'],0
['Trump  shes hot Lol'],0
['One word disgusting'],1
['She is top beautiful'],0
['Who bastards made him president of us'],1
['Maybe ivanka like it'],0
['Nobody can deny that shes hot'],0
['Is everybody in the comments being sarcastic or what'],0
['what a sick creepy thing to say not surprising though that it was said by him DISGUSTING'],1
['He is a demon'],1
['Really sick mad  foolish  angry'],1
['Bruh this is really our president lol Like wtf'],1
['I honestly pray for Ivanka at this point I dont even want to know what happens behind closed doors '],0
['125 Seriously republicans does that not just speak for itself'],0
['My god ew'],1
['Its not sexist to find a woman sexy but it is incesty to talk about youre daughter like this so frequently'],1
['pause at 026   she look down at his coc immediately after he said that lol'],1
['Creepy'],1
['Pedophile '],1
['Im pretty sure she just cant say anything bad about him I mean it makes sense'],0
['RIDICULES'],0
['Ew who tf says that if she was not my daughter he would date Ewwwww how is he even a president'],1
['Im not on Trumps side but I think that he is just really cocky and proud about his daughter and genes that it came off really weird'],1
['Like can you guys shut the FUCK up CNN you guys are fake news'],1
['The funny thing is  ivinka isnt even hot ewwwwwwwwwwwwwww uh'],1
['he probably grabbed he rby the pussy'],1
['Total respect for women hahaha sure'],0
['who ever supports trump is sick head like him It does not matter what his foreign policies and national policies are but he is immorally corrupt sick pig  yuck who on earth makes comments like that to his own daughter '],1
['Well he aint lyingshe is hot and sexy'],0
['If a dad says if you arent my daughter I would date you I think its the highest accomplishment for a daughter'],0
['I bet he is a distraction from that weirdo Joe Biden'],1
['Say it with me you can think someone is hot without wanting to have sex with them'],0
['Weird Yeah Does it make him a pervert to be proud that he has a hot daughter No My son is an attractive dare I say hot guy his mom and I make pretty babies what can I say and I feel bad for all the little girls hearts he is going to break over the years That doesnt mean I want to have sex with my kid You guys are reading waaaaay too much into this People say stuff similar to this about their kids all the time they just arent on daytime tv when they do so people dont put them under a microscope'],1
['Daddy Daddy'],0
['Sheeple they only put this out to get a rise out of yall'],1
['Sweeeet home Alabama'],0
['Home sweet Alabama'],0
['Yet the dems dont care when Biden literally smooches his granddaughter on the lips nothin'],1
['We love you trump'],0
['Fake news'],0
['Theyre fucking '],1
['Nah something aint right here Republicans Is this normal behavior to you Lmao and then all the stuff with Cohen Unbelievable how Republicans would just accept anything and everything this guy saysdoes'],0
['I hate trump now'],1
['He didnt mean it in that way hes just proud of his daughter and said it in a really weird way lmaooo Yall r the perv ones for thinking bout other things'],1
['hes absolutely disgusting'],1
['Anyone with a functioning brain should be able to tell that hes obviously hinting as much as he THINKS he can get away with about wanting to screw his own daughter Any type of sexual comment related to you and your own flesh and blood is disgusting and not justifiable in any way'],1
['Have at this then'],0
['httpsmobiletwittercomRUerschstatus1233852439700348928'],0
['Oh sht thats big The words he uses matter and say so much For sure shes being molested by him and isnt even aware of that'],1
['Ivanka is very beautiful'],0
['You could show this to a Trump supporter and theyd still deny it Simply calling it fake news like those two words make it all better'],0
['Trump daughter ikes  puerto Rican guys lol'],0
['chealse manning State v Meippen'],0
['Ivanca  american  jujisa  ok'],0
['NO father think like this Only people think like that He wans to have sex with her'],0
['This is a real fucked up relationship isnt it'],1
['This is the man yall are prasing hes disgusting '],1
['Says the guy who said i grab women by their pussies'],1
['This is why I have no respect for specially WOMENS voted for him'],0
['What a culture of us presidentunexpected'],0
['veri veri nice'],0
['Interviewer what do you and you daughter have in common that you love '],0
['Trump well I was gonna say sex but I cant really relate that'],0
['Trump should be working in Brazzers'],0
['Long live Trump'],0
['Yall trumpies real quiet now'],0
['She is not nice'],0
['Id never think something so disgusting about my own sperm '],1
['Looks like theyve already had enough sex and now its pretty normal for both of em to talk like this'],0
['How much Trump is Sick    THIS SHOWS'],1
['If my dad said that hed date me if I werent his daughter Id be so mad at him that I wont be his daughter anymore'],0
['Shame on you Americans for choosing this  donkey as your POTUS'],1
['What a sick father so disturbing for I went through that with a family member'],1
['man thats messed up why is no one talking about this also why is he so disgusting'],1
['thats really fucking disgusting'],1
['Nigga wtf'],1
['Fathers should complement there daughters They should tell them regularly that theyre beautiful but in a fatherly way not in the way trump says it Im disgusted'],1
['the civilian trumf worshipers arent allowed to watch this the disgusting ones that do try to defend this shet 135 this explains all'],1
['he actually disgusts me'],1
['Every Father should be proud of his daughter I dont see why people hate him'],0
['I prefer Fox News not Sensational rubbish from CNN'],1
['Wtf is wrong with him'],1
['I cant imagine being a host on the view and having to hear that stop it thats so weird moving on'],0
['It is odd but Donald Trump is not stable Hes missing a few screws in that head of his'],0
['And they say joe Biden is creepy'],1
['why will he do that That is his daughter and he talks to her like that the is so ugly '],0
['and he wants to have sex with her  a dad'],0
['Its ok to call your daughter beautiful but this is WRONG'],0
['weirdpervertman'],1
['Who came from TikTok'],0
['Thats disgusting'],1
['people who supports him should either educate themselves or just die they are a waste of oxygen'],1
['wtf'],1
['He is doing a wonderful job running the country i can definitely see why he is a billionaire but this is disgusting'],1
['FUCKING LIAR'],1
['Must be media lies'],0
['Hey trump why dont you go to  china and take everyone with you including your boy barr who you carry in your pocket'],0
['They day hes a Christian'],0
['someone jus murder him'],1
['she should be in porn'],1
['Hes so disgusting'],1
['That mf is nasty'],1
['Sicko with his hands on the nuclear codes'],1
['I hate CNN This must be reason why trump hate them'],1
['Fucking freak'],1
['If someone else said those things aboutto her she probably wouldnt fake laugh at it like usual when her own FATHER does'],0
['2 words gross  disgusting'],1
['Shes daddys princess'],0
['Im not kidding i actually searched for disgusting creep because I called someone that weird I know but then this is what that popped up on top'],1
['He is a pig'],1
['100 trying to reinforce the lie by repetition'],0
['How does Pence live with himself He claims to be so religious'],0
['Hes Chester the molester '],1
['lmao i tried showing this to my grandpa and he screamed at me and flinched which almost hit me'],1
['He Needs a Doctor FOR REAL 015 He Needs Help'],0
['Ok boomer'],0
['Hes worse than the worst pedifiles Makes me wanna puke'],1
['For a Father To say that about his daughter he needs a shrink I mean bad That Statement IS OF A Very Very SICK MAN AND PRESIDENT My My MY'],1
['Trump is just another disgusting low life with money and I wouldnt give him the time of day BUT as President he seems to be doing a good job Old Joe Biden and his son are just as bad Rotten to the core Trump is absolutely right about investigating these two mother fuckers'],1
['Hes just nasty'],1
['This man is sick'],1
['He is the Representative of the American Nation would you imagine'],1
['how can he use these words for his daughter its not natural how dare I think he doesnt deserve to be a president of a superpower country on the planet head of state representing the whole nation can we imagine a whole society like D trump I would say never'],0
['Anake ayu bapake pekok'],1
['BILL MAHER CALLS IVANKA TRUMPS DAUGHTERWIFE'],0
['And there are people that supports this disgusting Cheeto'],1
['Show your Daughter Ivanka not ivanka'],0
['Saints wants drops'],0
['ResidentDump'],0
['How disgusting'],1
['I Fr chocked on my own spit when he said sex'],0
['Donald trump age73'],0
['Wife age49'],0
['Ivanka age38'],0
['734926almost 30'],0
['733835the age difference between daughter and current wife age gap is 9 to 11which means an elder sisterwhich denotes if he has some urgeits not impossible'],0
['Man I love this comment section Bunch of feminists and judgemental people God I love it '],0
['Jealousy anger anguish anxiety depression and its still going on today in 2020'],1
['Trump voters  speak up'],0
['Talk about keep america inbred again i mean great lol'],0
['WHAT A PIECE OF SHIT'],1
['I bet she is actually having sex with her'],0
['Im not saving your daughter Mr President'],0
['My dad would never say something like that to me or my sister That shits weird asf'],1
['Notice he doesnt say hes so proud of her because shes a wonderful human being she works hard and is so intelligent His comments are always about her body Because hes a narcissist with no moral compass he can not say shes smart or successful because that would compete with him needing to be the successful intelligent one Him bragging about her sexually is him saying to the world that I have the best most beautiful daughter in the world you should be jealous of me see how superior my genes arebesides the fact he truly is sexually attracted to her He admits he knows its wrong but he still finds her attractive which is completely abnormal'],0
['This is Raymond Rodriguez'],0
['I watched the video it sounds as if its a relationship in progress To each its own Ive heard rumors I consider none of them This country is terrible with gossip Now I hear she is being married Im not blessing her off I do not agree This nice piece off ass should of stayed in Land Not handed to a far off country man When their is a Man who is more than willing to fight till death for the sovernty in this country'],1
['What is wrong to say daughter beautiful'],0
['What is wrong to say truth'],0
['Donald Trump is the best because he says truthHe can easily lieBut he shares his true filling about her daughter'],0
['Maybe he wants to sleep with her'],0
['His daughter is so huge and tall with positive atitude but her dad got problem'],0
['He is saying these as like a promoter or hype guy for her daughter whats wrong'],0
['Why would he wanna fuck his own daughter hard'],1
['Hes repulsive'],1
['Its normal for a father to say their daughter is beautiful but then when you start comparing her to someone you would date then thats just messed up'],0
['I honestly dont find Trump and her daughter beautifulthe only one attractive is his wife who is pretty dumb but whatever'],0
['you know what he was do any thing he want from her daughter'],0
['I would like to request for DNA between Trumph and that daughter hes claiming Because thats not how do real father behave'],0
['What have u done USA'],0
['Incest'],1
['This is fucking disturbing'],1
['IVANKA VERY UGLY'],0
['Who is here because Eddie Griffin'],0
['based'],0
['She probably wanna date him too'],0
['Wait did he just try to grab her ass'],1
['Epstein was Murdered by Trump to coverup the Melania Horse Sex video filmed at Epsteins New Mexico ranch'],1
['014 how could dumb people support this pervert'],1
['I cant believe this guy is our president'],0
['Donald is not even funny as a President little alone as Ivankas father '],0
['Yes I would have sex with my daughter is basically what he just said  He is JUST SICK a dirty old man   '],1
['Creepy as fuck Moron that has the hots  for his daughter Wow America is such an example for the rest of theworld eh'],1
['Probably molested her growing up'],1
['Okay he does say a lot of things wrong but I am getting a little annoyed of how people bring him down all the time its like they dont want a powerful leader and its almost like people want communism but we know how that ends'],0
['  WTF'],1
['Thank god I I do not have sex in common with my daughterI could never think of her like that'],0
['i dont do politics but this is really yall president like his really a little ass kid'],1
['How convenient the Communist News Network always takes clips out of context'],0
['Watch the full 30 seconds before the comment Trump made for the subject of why he made it'],0
['The take away is that she is beautiful'],0
['I love Ivanka shes intelligent beautiful and kind'],0
['Too bad shes the daughter of Satan'],1
['yes officer this Cheeto right here'],0
['He is disgusting'],1
['This is too old of a video Why is it going viral We all know that inbreeding sides effects includes weird skin colors  eg orange red etc superiority complex total ignorance of reality living in total denial compulsive liar behavior and more'],1
[' But is it that inbreeding will be the next FAD '],1
['STOP  SENDING THESE VIDEOS'],0
['This is so disturbing'],1
['We know Trump is a creep but why is nobody mentioning Howard Stern'],1
['Trump has Biden beat in the creepiness aspect'],1
['Yall must never have lived in the 70s'],0
['She is a strong independent and successful mother thanks to her father'],0
['If he has no respect for his own daughter how are we going to ask him to respect any other woman'],0
['Fatherless Hos mad'],1
['I hate him'],1
['Haha cnn'],0
['This dude needs to expire'],1
['I always said that this incest stuff is mostly an american thing well lo and behold'],1
['Surprised he hasnt made that a law that its OK to sex your daughter'],0
['well you know incest is WINCEST'],1
['Donald J Trump  The Worlds Least Chauvinistic PersonThe Greatest Feminist'],1
['httpstwittercomistatus1203320432096612352'],0
['Yetch'],1
['that is lowminded man he is trash so messing with young girls is not off the table'],1
['Its trumps own fault His sick mouth never closes and hes disrespectful F him'],1
['Bruh yall chill hes been rich since he could walk something he thinks differently but that doesnt the mf is running the county better than anybody has ever done and if you would keep up with the things he is doing for the county and not the negative shit these people are making up ud see that but you dont want him in office anyways this county is full of non Americans who hate this man because hes not turning this place to a shit hole like there countrys but ya know you wanna join the band wagon and ruin the United States you go right ahead Karmas a bitch'],1
['she kinda got tho'],0
['Is He a piece of shit and she is where it comes from I dont understand what he is trying to tell us'],1
['Yhea always CNN showing commentaries to his daughter and turned it into sexist the only sick one here are CNN'],1
['No way one third dislike thisunless they dont mind if their grand daughters sitting on our Presidents lap as he holds them by their waists'],0
['httpsyoutubeZF7lcGQoeQ4 IS JUST TO STRANGE HOW HE TALKS ABOUT HER'],0
['No question that donald trump is garbage  But why say all trump are successful when fred trump the patriarch gave everything in life to donald and when fred trump past away gave around half a billion plus all properties to donald and now donald is  doing the same with his kids and they want everyone to believe theyre like regular people wich is a lie'],0
['stopincest'],1
['And shes lowkey ugly'],1
['Hey he is a sick baster  he cheated on his wife with a nasty ass porn star i do t put nothing pass his nasty ass'],1
['Not sexistjust nasty  disrespectful  HARDLY daddy daughter relationship  I wonder what the inside jokes look like'],1
['Fucks sake what an idiot'],1
['CNN really trying to get anything they can hes proud of his daughter lots of dads say their daughters are Beautiful'],0
['Somebody faked being her on a drawing app Her drawings were to childish to be her '],0
['How could you ever look at a family member that way '],0
['Trump supporter oh uh thats not what he meant'],0
['She is only successful beacuse of her father'],0
['Crank the heat up on this channel bring  in 2020 with full loads of everything and anything on this See if that money can silence shame'],1
['Ewwwwwww I have a feeling he raped her ewwwwww'],1
['Yeah Donald Trump has said some creepy things but there isnt any evidence he has actually done a bad touch or any creepy physical action But you know who has On national television Joe Biden'],1
['Donald Trump family is dysfunctional theres something wrong with each and every one of them that money cannot repair'],0
['A normal day for Americans haha omg and thats your president  Wow haha'],0
['Wow no matter whatit will all be explained away'],0
['Trump sells shit he knows sex sells and he tells it how it is'],1
['Creepy disgusting father and daughter relationship'],1
['Pervert'],1
['If someone told me my sister or daughter a piece of ass Id knock them the fuck out'],1
['Hes just appreciating his daughter'],0
['134 I dont get this picture'],0
['Wtf thats so unsettling to hear Dating your daughter '],0
['Im not gonna lie Im not completely for trump so dont take this comment as Im supporting trump but a lot of people go against trump because its become a trend they see somebody getting a lot of attention for verbally assaulting the man and they hop in on it too This is something thats needs to be brought to a certain attention although this is not a form of sexual harassment because the woman hasnt brought any claims up yet This is still kinda creepy though not gonna lie'],1
['Im sure he wears a condom when hes with his daughter'],1
['YURI CAVAL TRUMP O MAIS NOVO PRESIDENT DOS ESTADOS UNIDOS CONTO COM TODOS OS DE CIDADOES AMERICANOS QUE SEMPRE QUE JA QUER NOVAS MUNDANAS NO PAIS DO ESTADOS UNIDOS AGORA  UM PAIS ACOLHEDOR DE CIDADOES AMERICANOS QUE SEMPRE VO APOIAR O YURI CAVAL TRUMP COM URGENCY EXTRAMA FOR YURI CAVAL TRUMP PRESIDENT DOS ESTADOS UNIDOS DA PAZ MUNDIAL AZUL E BRANCA E TAMBEM COM URGENCY EXTRAMA FOR YURI CAVAL TRUMP FOR VICE PRESIDENT DOS ESTADOS UNIDOS DA PAZ MUNDIAL AZUL E BRANCA OK TODOS OS CIDADOES BRASILEIROS APOIAM O YURI CAVAL TRUMP FOR VICE PRESIDENTE DO ESTADOS UNIDOS QUE EU  E TODO MUNDO DO PLANETA TERRA ASSIM COMO O ANTIGO PRESIDENTE  DONALD TRUMP DOS ESTADOS UNIDOS POIS TODO OS CIDADOES AMERICANOS QUE SEMPRE VO QUERER APOIAR AS NOVAS MUNDANAS DE NOBREZAS TEM UMA NOVA NOBREZA GIRIA ONE E TAMBEM OUTRA NOBREZA GIRIA ONE AMERICANA'],1
['That guys actually the president of the United States Let that sink in'],0
['Ive got a neighbor who talks to his daughter like that but only within walls they are cool with this his wife his both daughters and his son and its not creepy they are just really frank and open with each other Im bestmates with his son and Ive seen how they behave its weird af for me tbh but he tells me that they just joke a lot about it like lots of sweet home Alabama memes if thats the kind of relationship they have they should keep it winthin the family'],1
['He doesnt help himself'],0
['I would smack the frick out of trump he aint want no smoke'],1
['I swear she was apart and of the Epstein case She probably was their first pre teen banged Thats how she got where she is She wont say anything about it But I bet its true  Im sure Trump has rapes hidden at Mara Logo'],1
['No comment'],0
['He is so weird  sick Wtf dating her if it were nott his daughter sheesh Not the morm'],1
['trump is not a respectful man he name calls Human scums'],1
['httpswwwfacebookcomgroups179335832927774 stop hate'],0
['httpswwwfacebookcomgroups1453164648165106 trump'],0
['This isnt a sick relationship her father is the sick one She never says anything about him I think she laughs because shes used to it and has nothing else to say Its really sad'],1
['Hes been molestin her since shes 6'],1
['all the Trump Haters here bitching 99 of you would like to fuck her yourself'],1
['incest is very common among elites for the last 5000 years to say the least i bet he banged her hard before any boyfriend did'],1
['way not connect to me at end to make on honure'],0
['If normal to say your daughter is beautiful and pretty yeah of course but the way he made it seem '],0
['Both of you are losers'],1
['love you'],0
['EU YURI CAVAL TRUMP GOOD NIGHTY MY ESPOSA INVANKA TRUMP'],1
['Utterly disgusting'],1
['Who hugs their daughter around their ass'],1
['Thats just sick WTF is wrong w him Well we know there is something off about him Any respectable father does not speak about their daughters in that fashion PERIOD That is so freaking disgusting and he is President Nasty'],1
['HAHAHAHAHAHAHAH WAATT THEEE FUCKKKK'],1
['Nah fam Im moving out of the country '],0
['Its okay calling your daughter pretty and beautiful but hot No no no'],0
['Trumps the type of president to sneak into his daughters room and sniff her panties'],1
['Ok not even gonna lie I feel like yall are just overreacting Like not all families are the same Just because your dad does one thing doesnt mean Donald trump will do it to And yeah sure yall may not get it but he is just teasing her Both my parents tease me as well Except its not on national television Anyways just chill the fuck out Yall really be acting like yall on some crack'],1
['EDIT She has already defended him multiple times She is a grown ass woman She also the presidents daughter Yall really need to chill'],0
['He is one sick bastard'],1
['Thats called sarcasm'],0
['He appreciates Ivanka and her beauty If he boosts her beauty up he boosts his own looks up because hes her father'],0
['I dont know how people like Donald Trump fuck donald trump'],1
['I m disgusted  in her Have no words '],1
['Shame on Trumps'],1
['He di say on Tv  early on in his rally that if Evanka was not his daughter he would do it with her and that she had a cute asses   A Real father do not talk like that about his own daughter and he also say that she lthe thing is that evanka  have together is that she like sex as same as him '],1
['CNN comments raises  eyebrows  CNN a worthless  news network'],0
['This is disturbing'],1
['I wonder about all the terrible things hes going to start to say about her when she starts to get old and less and less attractive'],1
['President of United States'],0
['Its amazing how so many amercians fail to pay attention to this and even more amazing how many will say we stand by our president What even if hes a murdering rapist psychopath whos obviously into incest god bless america'],1
['when its at 999 dislikes and you really want to change it to be 1K but you dont because this guy who is SOMEHOW our president who is an absolute asshole'],1
['Trump  Hate to break it to ya  But these beautiful women only want you for your money  Definitely not your looks Ugly mofo '],1
['Second everyone knows you want to secretly F your daughter  Weirdo'],1
['We all know that emancipation papers would be the first thing on our minds if our dads said that type of shit'],0
['No wonder Trump is so big in the south'],0
['This is our president'],0
['My president'],0
['Ok umthe fuck'],1
['Misleading'],0
['Trump was is and will always be a perv'],1
['I am 100 percent sure she plays with his golf balls'],0
['Obama was far better than him i dont believe that Trump is elected hes selected i hate him a lot'],1
['Get over with the rumours nowbang her already donald'],0
['Modi and Donald Trump both are slime  bastards'],1
['What a liar'],1
['if a father said his son was really good looking would you consider it to be sexual'],0
['I have to say that I always tell my daughter how extremely sexy and good looking she is I compliment her body and always try to make her feel extremely good This is Donald Trump He says what he wants to and if you cant get over it Well then you have your own issue'],0
['What the hell is wrong with what he said'],0
['Every fathers talks about their daughter like their the Kindest Smartest Sexiest Most Beautiful n Perfect woman on the Planet'],0
['I heard those same word from every Fathers who asked me to take their Daughter out on a date'],0
['Sadly most of them are just lying But I understand coz I know they just being a good  Fathers'],0
['025 thats not funny thats some incest hillbilly bullshit What kind of father looks at his daughter that way '],1
['Disgusting'],1
['I threw up in my mouth a little bit'],0
['Only in America will people let a person like that be president'],0
['He has respect for women By grabbing them by the pussy haha'],1
['Creep'],1
['Where is the other daughter'],0
['He is very sick man Impeached the man dumb ass'],1
['beautiful woman ever in politics and other'],0
['she wasnt rolling around in the park with the gangs  smoking weed like Obamas hussies'],1
['good job Donald well done'],0
['Hey america '],0
['Do you remember George Bush'],0
['Ivanka looks like a robot her mouth moves but nothing else these inbred families are very deranged'],0
['America you have a very sickly creep for President Hes such a low life shit for brains'],1
['WTF Sick bastard'],1
['Sick'],1
['He did her'],0
['Obama was a legend presidentPlz come back '],0
['And this sick shit is president of the US'],1
['Hold up in that pic shes looked exactly the same and he looked 30 years younger Im convinced shes a robot'],0
['Oh yeah Howard Stern Almost forgot about him He was one of the judges in Americas Got Talent'],0
['014 nuff said'],0
['Seem like they shared a strong incestuous bond Otherwise why would any father talking about like having sex with their own daughter in public like this The fact that she wasnt cringed at the idea give strong indication'],1
['Why you let ivanka marry so early'],0
['Mr President can i ask a question please'],0
['Hes a creep who cant himself Who ever voted for him is blind'],1
['If it were not for his sperm she would not exist in the first placeWith good editing you can create any image you want'],0
['Ugh  Same body fluids same smells same disgusting Trump'],1
['He is disgusting Who the hell talks about their own daughter that way I know white privileged Republicans do Most pedophiles are cut from the same clothscumbags'],1
['This is just media trolling and a reason I dont respect you They say all this in a joking manner and you portray it as serious'],0
['He already fuxked her many times'],1
['So what  I talk about my sons like this  Whats the big deal'],0
['Trump loves Tiffany   but Ivanka  he wants to LOVE her all night long'],0
['You know making jokes like that is just sick I mean BRO ITS YOUR DAUGHTER YOUR DAUGHTER YOU SAW AND HELP RAISE AND U MAKE JOKES LIKE THAT'],0
['In India if a Prime Minister says his about this daughter he wont be prime minister for sure No one talks about his daughter in this way and no one divorces every women he finds I find Obama better than Trump sometimes'],0
['He is proud of her what is sexist about it'],0
['I bet you he sexually had sex with her when she was a child'],0
['This douche want to have sex with His own daughter really what sex offender hes'],1
['Really the most powerful man in the world want to have sex his daughter'],0
['Because of this and a lot of other bad things i proud to be no more christian'],0
['If my dad were rich then Id be able to afford an Ivy League educationso Id be successful also'],0
['My dad says something like this would never talk to him again And the rest of my family would be right behind me covering my ass on the way out'],0
['A father can not tell her daughter is beautiful What on earth is wrong with media Donald would marry Ivanka if she is not her daughter is merely a recognition of how beautiful Ivanka is'],0
['I wouldnt be surprised if Ivanka came out and said that hes sexually abused her in the past Im almost sure hes inappropriately touched her at one point in her youth'],1
['My mother used to say son  if you cant laugh at sex theres something wrong with you '],0
['I think the comments in here are from sickos They need to see  a shrink  I dont see anything other than a proud father who doesnt hide the truth about his life from his family The man is proud to have a beautiful girl that he produced and raised '],1
['Btw I have a daughter  Shes 27 and gorgeous'],0
['Wtf Nice president you got america'],1
['He so super creepythere is a way to compliment your daughter without acting like you have a hard on'],1
['Why would he say she was a good piece of ass'],1
['doesnt even look like trump at all hmmmmm'],0
['shes cloned from melania'],0
['love u baby and my Queen 1 moni 2 mukesh ambani Nora 4 me 5'],0
['Couldve simply called her Beautiful Pretty Smart but NOOOO'],0
['Shes Hot'],0
['Its ironic I dont even have a daughter and if I did I wouldnt even say shit like thathow he gets away with that is beyond me'],1
['so bizarre at first id just brush it off as classic trump bragging i have the best hotelsmy cars are the fastestmy business is the greatestmy daughter is the hottest butthis is something differenthe really wants to bang heri think hes such a megalomaniacal lunatic that hes attracted to her because HE created her likehaving so much ego and being so full of yourself that you wanna fuck yourselfbut worse'],1
['What father talks about a daughter like that Fucking sick fuck he should be castrated'],1
['Trump is a lovely person'],0
['This is fake tape about trump I dont believe this bullshit'],1
['Theyre probably fcking'],1
['God thats nasty'],1
['Hes just playing his role Getting her money up Yall hating and she getting buku money Get yall mind right'],0
['Any other man would be labeled a pedophiletrump is repulsive'],1
['Thats call Wht Freaks'],1
['Kids are loyal to their dads They could commit the worst crimes  kids will still stand by him Just like a dog to its master To Ivanka those are just words she does handle it with grace I remember she was a guess on one of the late show along with Andy Dick Andy kept on putting his hands on her  making passes at her She just laugh it off As for Andy they kicked him off stage'],0
['Now I understand why Trump supporters support Trump their cut from the same cloth'],0
['DADDY 4TH WIFE  TRASH DAUGHTER'],1
['Nasty'],1
